74.36,27.18,7.49,12-09-2020 11:05:00,12-09-2020 11:05:28
79.09,29.88,7.53,12-09-2020 11:10:00,12-09-2020 11:10:23
78.49,30.01,7.5,12-09-2020 11:15:00,12-09-2020 11:15:24
76.82,30.96,16.84,12-09-2020 11:20:00,12-09-2020 11:20:24
73.88,30.44,30.51,12-09-2020 11:25:00,12-09-2020 11:25:25
79.52,29.93,7.18,12-09-2020 11:30:00,12-09-2020 11:30:22
78.17,30.13,7.38,12-09-2020 11:35:00,12-09-2020 11:35:25
78.72,29.97,7.41,12-09-2020 11:40:00,12-09-2020 11:40:25
70.03,31.39,31.28,12-09-2020 11:45:00,12-09-2020 11:45:30
78.0,29.9,7.5,12-09-2020 11:50:00,12-09-2020 11:50:22
77.33,30.02,7.49,12-09-2020 11:55:00,12-09-2020 11:55:24
77.71,30.14,7.38,12-09-2020 12:00:00,12-09-2020 12:00:24
68.7,30.67,31.33,12-09-2020 12:05:00,12-09-2020 12:05:25
77.52,29.91,7.49,12-09-2020 12:10:00,12-09-2020 12:10:21
78.15,29.92,7.45,12-09-2020 12:15:00,12-09-2020 12:15:25
79.37,29.93,7.43,12-09-2020 12:20:00,12-09-2020 12:20:24
77.98,30.07,7.35,12-09-2020 12:25:00,12-09-2020 12:25:24
78.1,30.15,7.55,12-09-2020 12:30:00,12-09-2020 12:30:23
70.77,30.39,30.89,12-09-2020 12:35:00,12-09-2020 12:35:25
77.83,29.94,7.52,12-09-2020 12:40:00,12-09-2020 12:40:24
79.31,29.95,7.41,12-09-2020 12:45:00,12-09-2020 12:45:25
78.78,28.6,7.49,12-09-2020 12:50:00,12-09-2020 12:50:18
72.62,30.09,30.93,12-09-2020 12:55:00,12-09-2020 12:55:28
78.67,29.95,7.39,12-09-2020 13:00:00,12-09-2020 13:00:22
